income,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
54753,5,99,0,1,292.8
76381,23,33,0,4,556.8
59523,0,62,1,8,343.789779
56017,1,98,0,6,51.995897
14306,31,22,3,7,355.061143
21359,25,5,0,1,484.8
86101,4,73,0,1,344.736945
25998,16,38,0,2,791.878042
64341,4,81,0,1,79.934072
36060,27,55,0,1,774.558233
61894,22,38,0,4,266.996814
26721,18,64,3,2,312.0
59940,17,9,0,3,303.098944
45971,15,91,0,1,139.826393
80055,30,83,0,1,121.945071
58345,1,6,0,6,346.971517
0,33,48,3,7,143.276484
76549,3,5,0,3,616.349424
36212,25,57,0,2,119.033795
0,18,41,0,3,628.8
73597,5,8,5,2,485.183645
63762,13,55,0,4,108.161276
32787,3,86,0,7,568.58486
94962,10,48,4,1,321.6
0,30,32,0,1,1943.772393
73809,5,57,0,1,537.315879
13037,28,49,0,1,839.348464
0,5,85,0,1,989.200247
75272,22,10,0,1,71.647924
39278,29,45,0,1,65.590217
36913,22,37,0,9,90.569696
0,19,11,1,3,407.218947
13528,21,35,0,3,412.8
0,17,5,0,1,986.4
0,3,95,1,1,768.797656
0,32,14,0,1,405.804184
12617,5,43,0,8,648.925597
42754,5,56,4,2,279.715067
0,23,62,0,5,1116.0
76157,15,80,0,1,556.8
0,19,29,0,8,469.6093
58958,31,74,0,2,1108.8
0,5,8,0,3,740.963933
0,0,57,0,2,705.6
34430,6,15,0,2,184.958966
13411,27,81,0,7,609.6
73758,24,87,0,7,301.562622
0,34,82,2,1,1397.954723
17130,1,58,0,2,950.4
0,30,64,3,9,662.4
0,15,92,1,8,1353.28906
10517,14,65,0,3,441.540848
58842,6,74,0,1,528.0
22355,27,9,3,2,340.8
0,26,40,5,7,1605.6
21137,29,62,1,6,292.8
0,16,65,2,3,712.8
78255,14,88,0,2,456.0
35625,10,56,1,3,288.572108
87957,31,63,0,2,308.321335
25915,13,62,0,7,317.979988
62464,23,45,0,4,400.181882
0,34,61,0,9,628.8
49529,4,78,0,3,234.723464
23376,19,18,0,1,374.4
0,21,78,0,1,583.2
67952,16,0,0,1,167.405624
25251,13,43,0,2,316.8
20497,17,94,0,2,425.358596
68420,5,27,1,2,499.2
24711,31,93,0,1,259.998169
76530,35,9,4,2,254.149197
98333,16,69,1,1,459.048775
0,5,56,0,2,667.2
0,25,47,1,1,1116.943654
0,25,5,0,1,1027.000029
0,18,29,0,8,532.8
24695,0,88,0,1,393.6
26287,6,11,0,8,279.378884
83846,22,94,3,2,355.2
76081,14,3,0,2,384.210821
14957,24,68,0,8,316.8
41727,18,84,1,2,82.25632
89092,31,30,2,3,91.8198
53986,22,37,1,2,127.886591
49853,17,47,0,1,679.534284
36670,30,44,0,3,907.2
43626,9,80,0,1,321.6
0,6,18,0,1,504.0
76505,32,89,0,2,144.051716
66216,34,58,0,2,96.723812
52497,22,46,0,2,302.4
20090,10,59,0,2,523.2
0,7,47,2,2,1543.932434
37751,15,42,0,3,56.692777
54840,18,59,3,2,468.728516
31986,13,83,0,6,532.8
22166,10,22,0,6,604.8
0,22,92,0,3,2270.508697
0,7,31,0,2,1430.548077
83838,1,74,0,1,281.405931
46061,23,95,0,3,21.612658
50825,3,46,0,3,369.614729
14030,11,3,0,1,345.6
20282,19,8,3,6,507.549315
50146,6,44,1,1,759.291202
0,27,58,0,2,580.8
20472,34,61,0,1,667.2
85751,6,3,0,1,391.210704
76912,0,55,2,2,169.226996
96335,7,43,0,1,161.388136
29633,26,57,0,1,534.653787
80540,27,74,0,2,65.845112
14465,30,50,1,1,944.506601
0,35,75,0,4,316.8
29899,21,31,0,3,419.302975
0,28,87,0,1,652.8
71391,29,39,0,2,284.000172
57449,6,28,0,2,494.4
14209,34,36,0,2,297.6
47824,8,56,3,1,546.046853
48696,21,31,0,6,48.762193
79189,11,79,0,1,56.092247
0,0,8,2,8,1148.461246
23870,4,92,0,1,500.577875
0,9,94,0,2,350.4
41059,6,12,0,1,151.670029
19447,6,6,0,1,640.8
94392,3,89,1,8,156.18031
23203,21,71,0,2,1158.79311
38157,2,39,0,4,81.53233
0,12,4,0,2,604.8
99761,0,73,0,3,452.246664
98350,14,35,3,3,289.181979
25318,4,8,2,2,302.4
51721,18,98,0,1,625.282599
0,35,9,0,1,851.031598
0,7,65,3,6,374.4
68321,31,44,0,1,198.263056
69161,24,50,0,2,441.138769
72667,2,58,0,9,383.228397
62082,15,57,0,2,91.036967
0,15,26,0,2,626.4
36551,12,25,0,2,53.837271
70524,18,5,0,4,350.4
60477,12,38,0,1,139.841411
0,31,34,0,1,460.8
40376,16,46,0,8,427.874055
72608,26,19,3,8,393.6
46587,34,74,2,2,571.2
34398,10,18,1,2,292.8
70432,16,49,3,4,6.422285
79655,12,17,0,9,498.159874
0,3,70,0,8,470.4
73457,0,29,1,2,198.115298
0,7,77,0,7,393.6
23059,22,55,0,3,372.430947
0,5,46,0,2,316.8
51643,16,43,0,1,1358.4
72531,35,20,1,1,523.2
87840,22,42,1,3,161.590594
57563,7,61,0,1,316.8
0,16,48,2,1,345.6
31278,24,95,4,1,441.6
0,1,73,0,6,345.6
47122,6,77,0,1,297.6
0,17,54,0,9,534.228036
60260,14,84,0,3,328.366827
0,8,61,0,3,600.0
12677,21,18,0,9,500.633484
28564,17,44,0,1,364.8
41341,4,64,0,1,240.24432
44246,1,18,3,2,585.6
0,0,26,0,9,340.8
70610,2,11,0,3,240.977382
34831,4,34,0,3,595.2
30374,1,50,0,9,304.537298
50825,3,46,0,3,369.614729
80727,15,43,0,4,98.71658
71269,28,85,0,2,350.689559
45794,3,38,0,5,449.63005
99874,7,42,0,1,307.639408
76731,2,68,0,1,201.455005
73019,21,40,0,1,537.6
19112,30,32,0,1,259.006614
58414,7,24,2,1,1008.0
0,35,74,0,1,734.072654
66676,0,40,0,1,558.099357
69011,3,52,0,2,336.0
0,7,6,0,2,58.714775
0,31,70,0,3,340.8
0,19,39,0,1,907.2
0,13,13,0,1,806.4
31385,31,5,0,1,68.193193
68261,11,81,0,4,84.097896
92324,5,46,2,1,603.110961
0,31,75,4,3,1237.257917
20983,10,52,1,2,451.751555
68004,6,14,0,3,416.344082
63471,0,71,0,1,387.71779
27369,13,40,0,1,331.94306
36839,22,93,0,3,152.496995
0,19,54,2,1,312.0
26149,2,17,0,7,753.6
52440,27,58,0,3,371.206205
24571,21,22,0,2,523.2
0,14,36,0,1,432.0
60244,3,72,3,1,326.281835
0,0,45,0,4,216.700125
51643,16,43,0,1,1358.4
17157,33,15,0,2,770.746666
0,17,44,0,7,496.474767
17308,10,86,0,1,874.324338
0,18,9,0,3,849.6
72302,6,27,0,1,316.8
34990,23,73,0,1,42.689135
0,21,65,0,1,513.6
0,23,73,1,5,626.4
0,22,26,0,1,388.8
0,18,96,0,1,393.215919
33760,24,11,0,2,123.491865
0,3,76,0,7,144.776935
70328,11,32,0,6,293.227028
0,35,15,0,1,712.8
0,21,40,0,2,243.208647
60021,12,28,0,1,882.871945
31991,15,22,3,2,548.321886
20169,35,81,1,3,537.6
0,29,72,0,6,307.2
20178,26,52,2,6,331.2
78189,10,10,0,5,99.143241
0,10,99,0,1,1756.8
0,4,61,1,4,518.4
95697,29,29,0,9,178.006524
0,24,10,0,1,425.266308
0,20,44,0,1,504.0
64559,31,90,0,2,107.538749
58149,5,90,0,2,292.8
0,23,30,0,7,473.469932
70911,20,13,3,1,302.4
78337,2,88,2,2,36.285512
50397,34,77,0,1,350.65008
51199,19,52,0,1,355.2
46928,31,15,1,1,631.402071
23879,13,57,0,3,635.64283
79487,20,87,0,1,547.2
0,7,39,0,6,850.593038
82477,1,69,0,1,432.0
21514,0,59,0,2,257.248789
57231,35,37,0,1,305.117221
0,31,76,4,3,331.2
84598,8,7,2,1,639.267653
48895,16,27,0,7,325.009146
84493,29,19,0,1,441.6
37277,24,27,1,9,417.72438
0,6,46,0,1,497.392925
14906,31,0,0,1,421.632668
14710,25,86,0,2,537.6
20656,15,5,0,2,706.114237
0,13,83,0,3,1396.8
0,33,98,0,1,431.768752
57777,21,11,1,2,273.879927
80409,28,72,0,2,262.984836
73168,21,50,0,3,425.800112
0,28,43,0,7,345.345026
32437,25,96,0,1,331.2
94903,3,38,0,1,451.2
82534,15,56,0,1,4.23752
0,2,18,0,1,1215.970113
46587,34,74,2,2,571.2
32245,4,58,0,8,257.502471
39886,34,59,1,2,290.359207
79157,25,45,0,2,117.781906
0,13,8,0,5,446.4
0,28,11,0,1,660.430456
0,22,50,0,3,532.8
0,33,58,1,3,964.51598
0,0,60,3,4,759.285255
25860,12,46,0,1,345.6
77882,17,36,0,1,379.2
24164,2,40,0,5,657.6
0,29,30,0,1,341.329847
66169,35,30,1,1,156.429591
82664,24,10,3,9,133.425609
23638,32,62,0,2,489.6
26436,0,10,0,5,398.4
0,23,93,1,1,374.4
13154,0,42,0,4,489.6
24173,16,96,0,1,181.468292
26689,34,23,0,1,424.711758
31357,2,88,0,1,2.016239
40417,34,4,1,8,130.303439
0,30,6,1,1,453.6
93872,23,6,0,6,206.495442
29853,8,36,0,6,76.586018
88049,5,38,0,8,567.065802
29111,3,65,0,5,302.4
37282,1,49,0,2,222.508607
0,32,45,0,1,297.6
0,4,58,0,8,945.169882
58248,17,1,0,1,134.371323
0,25,39,1,7,942.277602
26367,7,26,0,3,105.991559
89586,28,40,1,2,302.4
86642,14,12,0,9,234.057985
24959,19,13,0,1,640.8
27279,30,77,0,5,770.227699
57117,6,29,0,1,321.6
64600,22,30,0,3,168.28738
42218,15,38,3,2,212.130344
32869,4,49,0,2,117.467331
26047,19,39,1,1,187.903224
20090,10,59,0,2,523.2
11904,34,11,2,3,292.8
0,34,39,0,1,763.2
49467,1,96,0,1,413.695258
55705,8,58,0,2,149.90747
83560,5,76,1,2,276.048405
50825,3,46,0,3,369.614729
82108,17,63,0,1,52.804096
85721,12,45,0,5,312.0
59597,6,59,0,2,222.791933
0,21,53,1,7,407.440238
0,8,34,0,1,350.4
64125,3,44,0,3,369.818708
22319,3,41,1,1,302.4
94304,31,41,0,1,182.815897
17193,4,3,0,1,316.8
37800,0,77,0,1,662.715218
96269,2,52,0,8,58.776508
28432,1,59,0,2,612.300581
0,12,45,0,3,566.4
63909,24,50,0,8,206.911942
33190,18,95,0,2,508.8
43723,31,61,3,7,316.8
0,4,52,0,2,685.12694
42600,10,78,0,3,660.136987
87802,2,43,5,1,173.899238
34087,12,49,0,6,889.518521
18129,21,56,0,5,364.695093
45431,23,81,0,2,556.8
0,10,44,0,2,511.2
95191,6,15,0,3,316.111035
41671,15,30,0,2,570.388228
53231,23,26,0,3,484.8
77299,11,71,0,1,151.872106
93348,23,50,0,8,108.567965
0,9,96,2,1,770.4
0,14,23,1,1,374.4
87210,3,26,0,9,353.592003
0,33,8,0,2,525.6
62445,19,12,1,1,681.167228
20009,31,86,1,2,987.122788
0,20,55,1,2,482.4
57925,33,13,1,3,204.620759
39910,16,4,0,5,561.499579
83252,4,98,0,1,384.0
31723,23,53,0,2,242.628654
0,15,29,3,7,747.658769
72661,17,21,1,4,398.4
24711,15,11,0,6,362.989533
0,5,85,1,2,40.401396
0,15,91,3,1,413.606733
84539,10,71,0,4,65.428481
42677,5,20,0,3,1084.95655
0,8,54,0,2,518.4
0,8,77,0,2,364.8
51692,12,28,0,1,892.8
40858,10,62,0,1,883.2
37256,15,7,0,2,128.969729
0,19,71,0,3,532.8
73054,34,36,1,2,419.365958
20532,20,68,0,2,282.657499
0,23,1,0,1,596.494439
22946,18,72,0,8,377.350433
22475,25,40,1,1,307.2
79440,11,19,0,8,500.638118
0,2,51,0,1,470.956628
0,10,42,0,6,518.4
70988,3,82,0,7,312.0
56536,10,63,0,1,301.891189
45754,34,88,0,1,333.189774
48278,22,7,0,4,98.198664
22087,29,3,2,1,292.8
0,11,30,1,1,569.908338
0,18,79,0,1,571.593637
24400,13,25,0,1,297.6
0,0,66,0,7,1138.687583
0,30,34,0,1,167.073308
13199,23,22,0,1,582.462008
60607,2,82,0,1,379.583119
0,15,52,0,2,326.4
74624,16,71,1,1,297.6
54311,20,41,0,2,385.572011
0,6,95,0,5,326.4
19240,25,69,0,1,475.2
0,3,91,0,1,813.6
37899,9,11,0,5,246.993145
76283,9,99,0,6,292.8
69674,14,18,1,2,297.6
57734,2,64,0,3,374.4
0,19,79,0,2,669.6
30763,28,19,0,2,1072.532443
0,25,30,0,1,522.41314
0,6,66,0,5,518.4
52130,17,54,0,2,124.463095
77041,11,61,0,1,475.01424
81081,20,25,0,1,224.888004
0,16,93,0,6,374.4
27383,33,25,0,1,902.4
20407,33,6,2,8,36.97749
61067,20,0,1,3,86.309744
0,11,21,0,9,676.8
23006,17,60,0,1,792.104571
27734,12,86,0,1,193.33986
48608,18,12,0,1,321.6
43947,33,43,4,2,291.388894
23402,3,28,0,2,393.6
0,13,3,0,1,792.0
0,5,63,0,3,298.636534
81872,10,55,0,2,256.43803
63892,2,80,0,2,90.712257
11822,10,89,0,1,285.894115
0,2,62,0,1,199.851201
94178,26,25,1,1,226.10336
0,11,25,0,4,312.0
0,14,81,0,1,297.6
0,23,59,0,2,1191.319334
83761,1,34,0,5,532.8
58577,6,62,0,1,303.872752
46573,26,62,0,1,77.778826
49889,8,11,0,2,201.545818
26376,7,19,0,2,580.8
34990,23,73,0,1,42.689135
60642,34,68,0,5,428.27511
18263,1,18,0,1,758.333096
66550,5,0,1,2,513.6
56980,33,70,0,7,599.000883
21206,12,9,0,2,98.086192
0,12,37,0,2,612.0
48866,5,76,0,3,494.4
30525,24,35,0,3,368.022992
25676,6,84,0,1,542.4
0,25,30,0,1,699.521401
20228,3,43,1,2,523.815839
0,26,88,3,3,321.6
67248,19,4,0,2,489.6
28928,23,7,1,1,192.644347
11652,23,13,0,1,526.476537
29136,16,72,0,9,566.4
67696,11,51,5,2,17.479575
91775,9,35,0,1,256.893746
31383,24,72,0,6,475.2
0,2,36,0,3,918.655051
0,22,93,0,1,312.0
0,24,67,0,8,972.0
37273,10,87,0,1,422.4
26952,1,0,1,8,364.8
0,22,5,0,1,784.8
21853,10,2,0,5,412.8
27431,2,39,0,1,457.783791
19614,21,32,0,2,574.024018
0,5,56,0,2,667.2
77646,3,29,0,6,340.8
0,2,55,0,1,124.180159
0,6,61,0,2,900.0
60884,10,56,0,4,491.848498
81082,5,85,0,4,281.295903
57483,4,59,0,2,540.072619
0,35,12,1,1,655.2
40260,20,20,0,2,299.505575
30004,12,42,0,5,806.4
62575,5,21,0,2,508.8
45270,11,63,0,2,46.053458
24967,6,38,0,1,331.2
0,3,74,0,2,525.6
20269,14,79,0,3,475.2
34337,20,44,0,9,542.4
35830,4,50,1,1,597.259924
55510,1,2,0,2,427.2
88360,2,73,0,1,929.958895
0,17,15,0,3,350.4
17449,16,55,0,2,268.676912
33190,18,95,0,2,508.8
43196,34,71,0,2,1.48947
59216,0,66,2,7,200.493214
23158,31,46,3,2,302.4
38651,12,83,0,1,470.4
74001,3,62,3,7,254.311154
36032,11,39,0,2,336.0
16891,15,54,0,1,633.6
0,15,4,0,4,499.590386
0,8,76,0,1,528.0
80590,26,4,0,3,104.06843
58776,20,50,2,4,478.750667
35482,21,59,0,3,619.2
25612,12,52,0,2,292.8
57016,31,86,0,3,341.868399
25385,1,96,0,1,458.804028
50516,34,95,0,1,179.633818
0,10,17,0,1,1956.368115
29977,16,19,0,2,255.659711
89384,27,70,0,4,2052.0
54655,34,9,1,1,186.608147
40516,9,75,0,1,336.0
26156,27,50,0,1,460.8
70047,6,37,0,1,107.713617
26000,34,84,0,8,1228.8
41878,5,15,0,8,161.695519
86305,1,99,0,5,80.73124
55483,26,46,0,3,230.912999
37345,27,12,0,2,31.652079
93405,0,78,0,1,202.514015
99652,21,80,2,4,406.634615
33901,11,19,1,2,145.990089
0,5,68,1,1,378.261483
0,33,86,0,1,138.947984
39429,12,6,0,9,102.466444
0,1,50,0,1,748.8
35832,1,44,0,7,177.211626
88704,16,78,0,1,259.714887
44051,21,81,0,3,321.6
0,22,3,0,1,355.2
0,11,59,0,2,792.0
79297,14,44,0,1,164.328953
23617,0,47,0,1,907.2
23656,11,1,3,1,384.0
67780,0,72,0,3,601.455036
26900,7,21,1,2,465.6
82664,24,10,3,9,133.425609
94153,2,5,0,2,4.845348
0,3,92,0,1,504.0
74487,8,86,0,3,16.711329
33747,29,95,0,2,832.701335
0,31,49,1,2,628.8
12762,10,14,0,1,412.8
93818,7,25,0,6,248.405684
31650,25,17,0,2,580.8
43922,2,43,0,2,40.740297
37229,9,36,0,2,321.6
36639,16,34,0,2,297.6
15520,21,16,0,1,316.8
77077,11,51,0,7,528.047506
50296,26,62,1,2,46.804
23737,10,65,1,1,437.934279
59624,23,44,0,3,582.781896
58658,16,23,0,2,355.2
25542,21,47,0,2,448.374285
51408,11,92,0,2,297.6
42259,1,15,0,3,529.502964
78889,0,84,0,1,51.822348
15406,7,40,0,3,892.8
53792,1,8,1,8,552.0
36349,13,49,3,1,326.787526
41104,4,10,0,2,440.030847
29098,21,19,0,4,683.554301
0,10,63,0,1,7.991571
0,4,52,0,2,685.12694
72026,22,72,0,6,554.926724
0,7,64,0,3,1312.201307
87615,35,63,0,3,451.2
0,13,52,0,2,489.6
0,5,16,0,2,393.6
48689,15,18,0,1,985.193759
0,32,20,0,8,1080.0
0,12,43,0,3,494.4
0,14,30,1,5,792.0
40675,30,15,2,5,563.727058
25746,0,84,1,3,292.8
61687,13,17,0,3,120.128737
31686,14,45,2,8,710.661746
20920,19,14,0,4,14.784843
22538,6,67,0,1,423.787608
85483,8,15,0,2,314.143133
70734,4,35,0,2,1200.292827
40639,21,77,0,2,301.60252
90289,4,88,3,2,164.496171
39547,11,21,0,2,969.6
0,4,4,3,1,420.041981
54833,22,92,3,3,1396.702365
60546,21,71,0,1,46.278027
33938,21,76,0,7,63.709865
85586,11,55,0,1,13.444132
89601,1,8,0,2,117.015463
33799,8,47,1,3,355.2
0,13,25,1,1,480.0
30817,25,43,0,1,91.834668
0,15,51,1,1,1823.730828
31056,5,46,0,1,302.4
65017,8,16,4,1,301.841073
12180,17,62,0,3,675.569113
0,19,72,0,1,333.830572
0,35,48,0,2,489.6
87454,30,88,0,6,60.921658
51001,13,49,1,3,291.890464
58557,4,83,0,1,55.510526
18665,9,13,0,2,583.278307
21299,0,1,0,9,331.2
89781,7,89,0,5,37.960537
0,23,11,0,1,398.4
0,27,2,0,1,725.870693
0,11,81,3,1,386.977271
22881,20,10,0,1,312.0
0,18,76,0,1,453.6
10860,30,91,0,1,316.8
0,12,26,0,2,943.2
0,24,90,0,9,1339.303486
62582,11,46,0,3,456.0
87473,28,7,0,8,448.061777
92681,8,23,3,8,436.8
74916,8,34,4,2,123.490337
58684,4,77,0,9,1166.4
70973,6,24,1,3,547.2
0,34,32,0,9,13.073952
21124,3,37,0,1,733.319294
0,28,66,0,1,1516.383753
24030,14,0,0,1,970.688934
21371,13,48,0,8,590.017366
71186,11,14,0,6,29.984815
0,29,9,0,1,595.2
25147,7,54,0,1,694.598288
0,32,57,0,1,835.2
53988,10,17,0,1,206.82346
38055,7,24,1,8,39.069987
72859,6,5,0,9,49.961074
67787,9,73,0,1,469.257835
0,24,48,0,2,475.2
44280,25,3,0,1,130.298883
0,10,5,0,1,374.4
59782,29,51,0,9,336.0
28215,15,26,0,3,468.0
0,6,71,2,1,433.160284
49919,27,5,0,1,643.2
88294,0,50,0,6,367.150034
55800,12,91,0,2,473.324671
23665,19,50,0,2,404.817249
32224,27,21,0,3,19.281882
23860,25,57,1,3,547.2
27179,32,69,0,1,355.2
35705,19,45,0,1,312.0
0,13,28,0,1,1029.6
0,15,85,0,2,475.2
74215,27,41,0,1,345.180055
63977,10,78,0,1,32.83059
22070,25,33,0,2,345.6
0,15,47,0,1,345.6
17576,29,70,0,1,398.502948
13483,9,60,0,1,556.054702
0,33,21,0,5,979.2
72297,17,37,2,2,109.543927
60244,3,72,3,1,326.281835
77237,6,84,0,1,197.040115
0,15,73,0,1,1178.950186
0,13,93,0,1,436.411688
25663,20,89,0,2,663.131089
0,26,80,0,9,511.2
47589,35,44,1,7,110.529874
0,6,73,0,1,537.6
97361,6,85,0,2,350.4
26441,16,28,0,5,152.216871
0,12,9,0,2,715.951352
29957,19,72,0,7,312.0
40082,6,18,0,2,331.2
97361,6,85,0,2,350.4
91763,22,64,0,3,441.992043
48993,6,29,0,4,810.461707
24031,0,72,0,7,523.2
63774,18,63,0,1,60.036683
49078,10,3,0,2,484.013411
28935,24,93,0,2,119.630789
25927,6,20,0,1,674.973614
52507,23,55,0,1,590.4
0,17,51,0,4,78.581528
94137,16,27,0,2,43.579327
69186,24,16,0,3,192.591072
91071,21,25,2,3,402.74168
85447,23,2,2,3,509.997312
0,3,66,0,9,50.447629
88858,2,60,0,2,310.36774
21881,9,27,0,5,133.099001
72669,29,39,0,1,332.76894
68025,15,17,0,2,436.8
25370,10,77,0,2,489.6
26849,5,0,0,2,38.309313
0,2,83,0,3,427.265172
0,19,70,0,2,568.8
89948,17,53,1,2,125.017501
0,14,45,0,3,419.610914
0,12,4,0,2,604.8
97576,1,49,1,1,544.712653
23120,5,87,0,1,446.4
97234,13,39,0,1,317.982567
25572,0,30,0,3,312.0
35482,21,59,0,3,619.2
34614,6,9,0,3,547.2
59038,0,31,0,1,588.265049
0,7,60,0,3,794.874636
60021,12,28,0,1,882.871945
47593,33,52,0,2,344.137073
0,3,79,1,1,321.6
28001,15,42,0,5,438.778537
30431,6,16,0,3,133.4674
19834,26,8,4,8,460.8
30509,15,76,0,1,442.964578
30503,32,57,3,5,257.923563
73339,34,13,0,2,17.558721
0,9,35,0,1,549.101027
88067,19,59,0,1,336.0
26806,32,19,0,2,302.4
0,7,90,0,1,820.8
0,27,47,0,1,617.201984
94903,3,38,0,1,451.2
42862,34,29,0,2,254.223496
0,16,43,0,7,1012.030163
31157,23,49,0,2,444.530425
44084,26,87,0,1,243.598068
43579,12,17,0,8,452.095421
0,27,50,0,7,428.064465
0,30,59,2,3,490.113784
88059,15,98,0,1,144.551024
25772,13,52,0,1,307.2
72354,9,10,0,8,13.949992
68009,1,2,0,2,528.0
12287,11,49,0,1,712.8
95025,15,12,0,8,271.968707
54665,0,60,1,3,99.810799
80129,6,70,0,1,165.243007
69024,27,32,5,1,238.530745
0,11,10,0,1,1080.559002
31365,1,12,0,7,828.0
27849,24,94,0,3,571.2
19245,5,61,1,2,604.8
46503,4,21,1,1,1032.0
77912,5,40,0,1,444.027215
37449,18,69,1,2,170.559281
14973,2,75,0,2,828.0
46043,22,59,0,7,336.0
0,15,85,2,4,312.0
21604,14,28,0,1,379.2
19864,22,96,0,1,352.394515
65876,1,52,1,1,44.359382
24695,5,83,0,2,806.4
0,28,11,0,1,660.430456
68658,7,60,0,8,296.261405
88082,10,45,1,2,218.779614
54751,6,50,0,3,721.241935
34498,30,72,0,7,398.4
63597,10,31,2,1,183.978738
27400,14,78,1,9,302.4
0,6,89,0,3,468.0
31409,14,39,0,1,116.163
0,1,7,0,7,307.2
73102,35,46,0,4,117.928547
38072,10,36,1,3,151.055863
95399,1,36,1,1,78.003781
48521,9,89,0,7,263.82569
45856,15,57,0,3,91.735354
21542,13,21,0,1,465.6
22555,1,62,0,3,336.0
33832,22,47,1,9,321.6
28142,18,50,0,1,701.708239
60188,15,49,3,4,333.423827
11698,4,38,0,3,468.0
76850,8,84,0,1,345.6
78387,5,1,0,6,204.090644
80757,9,14,0,2,339.73717
23692,26,27,2,1,312.0
12902,3,51,0,1,667.2
23033,5,9,0,1,500.908028
19280,4,39,0,6,345.6
18495,10,15,0,2,542.4
30825,15,21,0,1,326.4
25820,10,69,0,1,393.6
54105,22,15,2,2,350.4
69853,15,42,2,3,244.278662
97017,33,60,1,1,534.079032
24914,6,90,0,1,138.729702
26806,32,19,0,2,302.4
25419,13,18,0,2,584.567645
37876,13,15,0,1,300.056383
36354,34,28,0,9,1454.4
0,3,10,0,4,355.2
32403,31,47,0,9,97.410282
51659,19,37,0,3,307.2
55805,16,30,0,2,425.527151
29286,5,20,1,1,496.8
40740,19,60,0,2,950.4
70784,0,93,0,7,107.928851
55419,31,45,0,9,171.166733
61886,3,49,0,2,417.6
0,17,6,0,1,340.8
84240,10,51,0,1,633.6
0,3,91,2,2,468.0
54050,5,15,0,1,571.2
29958,8,77,0,1,432.0
23616,8,68,0,7,229.620398
71391,29,39,0,2,284.000172
33488,7,61,0,1,316.876671
0,4,64,0,9,441.6
36900,21,28,3,2,109.291516
28311,7,70,0,2,643.2
25075,0,25,0,3,412.8
57031,16,10,1,1,13.810251
25998,16,38,0,2,791.878042
0,4,69,0,9,496.8
21685,0,70,0,1,609.6
32818,17,39,0,8,446.4
39492,12,9,0,1,326.4
18495,10,15,0,2,542.4
21564,11,61,0,1,49.014822
0,0,51,0,1,312.0
27835,18,46,0,3,529.45565
64431,19,49,0,1,48.181699
0,31,61,0,3,604.8
0,13,20,0,5,456.0
0,14,94,1,8,916.8
41463,2,78,0,2,355.2
0,35,52,0,1,489.6
0,20,62,0,1,792.0
37709,19,39,0,1,556.8
73049,3,42,0,2,284.43696
58557,4,83,0,1,55.510526
0,7,66,0,9,475.2
88944,24,36,0,1,113.805875
26140,11,50,0,2,229.70752
32906,18,17,0,1,552.0
50071,3,32,0,1,18.918935
71982,29,37,0,4,494.4
58443,24,71,0,6,312.0
30735,4,43,0,7,307.080113
18495,10,15,0,2,542.4
67436,6,28,0,4,292.8
52653,19,42,0,1,230.300308
22886,9,81,0,3,312.0
0,3,33,0,2,350.4
38821,14,64,0,1,488.84232
0,13,11,0,6,643.2
39075,22,50,0,1,142.415244
16049,3,8,0,1,446.4
0,14,5,0,1,468.0
28383,11,20,0,1,258.109435
29418,23,31,0,1,1972.8
0,17,44,0,7,496.474767
30604,35,76,2,3,984.170299
91804,18,32,0,9,388.80286
50446,28,50,4,2,355.2
87728,24,65,0,2,201.589875
58729,2,67,2,1,94.845076
0,16,59,0,1,427.2
0,22,0,1,2,321.6
21234,8,23,0,1,378.333708
0,30,29,0,3,751.927019
47823,26,71,0,1,518.4
84731,11,32,1,7,226.738219
59974,23,5,0,1,127.233139
67534,2,55,2,5,104.905661
0,21,5,0,1,716.67276
27782,20,54,0,1,517.100887
67197,29,18,3,2,275.608537
86451,0,99,0,3,7.793078
56768,11,57,0,1,441.6
55593,13,52,0,3,9.050204
0,22,59,0,2,337.79769
66203,15,38,0,8,130.697268
25806,20,43,0,5,528.0
22978,8,53,0,4,912.0
22081,1,9,0,6,451.670309
96506,4,22,0,3,504.513989
23235,32,46,0,3,483.482031
40506,14,98,0,1,113.724707
0,2,84,0,9,460.8
0,8,81,0,3,312.0
79955,10,5,0,6,142.932303
62873,0,41,0,1,207.75186
66947,13,12,0,6,374.4
25646,14,92,1,3,377.917394
0,14,96,0,1,460.8
92766,17,15,0,2,379.029102
0,21,53,1,7,407.440238
84650,13,39,3,2,660.474274
13050,1,77,0,6,734.4
56342,12,89,0,1,331.2
58781,31,37,0,2,502.46107
0,0,45,0,1,489.6
0,17,77,0,2,734.4
0,35,48,0,2,489.6
71809,14,3,0,1,78.248458
40238,17,88,1,9,350.4
0,2,33,0,9,504.0
76157,15,80,0,1,556.8
30514,3,87,2,6,154.049617
44485,5,74,0,2,79.893853
50941,17,46,0,2,331.2
53105,6,65,0,2,365.361427
25167,3,76,0,2,422.494292
30244,11,72,0,1,383.110633
25370,10,77,0,2,489.6
0,8,71,1,2,350.4
69202,33,12,0,1,292.8
31530,24,47,1,3,331.2
61040,21,9,0,9,391.942636
85185,26,91,0,5,166.502804
78772,9,47,0,8,86.274545
0,35,15,0,2,577.57549
99241,22,27,0,2,48.304125
0,29,52,0,1,197.498882
21114,7,59,0,1,864.0
